time	whole_blood_radioactivity	plasma_radioactivity	metabolite_parent_fraction
7.199999999999999	0.8486412280890364	21.231408178455347	0.9839328781548287
24.0	2536.055755536399	3866.712475326609	0.9839328781548287
40.800000000000004	49746.123616500474	75125.9611528651	0.9839328781548287
58.199999999999996	68158.58867796298	107933.90296591305	0.9839328781548287
73.2	77427.24539570289	123601.31480772741	0.9838508099986519
90.0	83026.19004779727	127448.35446516164	0.9837657022811354
106.2	90850.43458494733	142454.49310931156	0.9836164381081949
122.99999999999999	98723.4943459094	157661.49986795394	0.983262025255965
138.0	74929.68020723094	115840.17147790534	0.9823755410681808
154.8	47333.968131445065	73739.7997694324	0.9742942242942243
177.0	29751.6716407457	44600.90106458402	0.9840308370044053
292.2	11804.709860440438	16289.260093528448	0.9850668063924547
597.0	6368.40151636105	8796.510909676312	0.8825482137211508
892.1999999999999	5808.824971319429	9016.198314778729	0.7899775440255289
1795.8	6028.866178209602	8214.344528923162	0.6813211336755188
2704.7999999999997	4505.7123464190345	6119.755060469381	0.6399443929564411
3610.8	3873.2684994731308	5787.827900546975	0.5580204778156996
4509.0	3567.0930216443057	5317.010781540666	0.5423228346456693
5403.0	3331.2756749824002	5082.012006706338	0.5701149425287356
